1CH 1:1	លោក​អ​ដាំ លោក​សេ​ថ លោក​អេ​ណុស
2SA 11:1	នៅ​រដូវ​ស្លឹកឈើ​លាស់ ជារ​ដូវ​កាលដែល​ស្តេច​ទាំងឡាយ​ទម្លាប់​ធ្វើសង្គ្រាម នោះ​ព្រះបាទ​ដាវីឌ​បាន​ចាត់​លោក​យ៉ូ​អាប់ ជា​មេទ័ព​របស់​ទ្រង់ និង​ពួក​កងទ័ព​របស់​អ៊ីស្រាអែល​ឲ្យ​ចេញទៅ​។ ពួកគេ​បាន​កម្ទេច​កងទ័ព​អាំ​ម៉ូន និង​បាន​ឡោមព័ទ្ធ​ក្រុង​រ៉ាបាត​។ ចំណែក​ឯ​ព្រះបាទ​ដាវីឌ ទ្រង់​គង់នៅ​ក្រុង​យេ​រូ​សា​ឡិម​។
2SA 11:2	មាន​ថ្ងៃមួយ នៅពេល​រសៀល ព្រះបាទ​ដាវីឌ​បាន​តើន​ពី​ក្រឡាបន្ទំ ហើយ​ស្តេច​បាន​យាង​កំសាន្ត​តាម​ថែវ​ដែល​នៅ​ជាន់​ខាងលើ​ព្រះដំណាក់​។ ទ្រង់​បាន​ទត​ឃើញ​នារី​ម្នាក់​ដែល​កំពង់​ងូតទឹក ស្ត្រី​ម្នាក់​នោះ​មាន​រូបឆោម​ស្អាត​ណាស់​ស្រស់
2SA 11:3	ស្តេច​បាន​ចាត់​គេ​ឲ្យ​ទៅ​ស៊ើបសួរ​អំពី​ស្រ្តី​នោះ​។ មាន​គេ​និយាយ​ថា​៖ «តើ​នេះ​មិនមែន​ជា​នាង​បេត​សេ​បា ជា​កូនស្រី​របស់​លោក អេ​លាំ ជា​ភរិយា​របស់​លោក​អ៊ូ​រី ជា​ជនជាតិ​ហេ​ត​នោះ​ទេ​ឬ?»
2SA 11:4	ព្រះបាទ​ដាវីឌ​បាន​ចាត់​គេ​ឲ្យ​នាំ​នាង​មក នាង​បាន​ចូល​គាល់​ស្តេច ហើយ​ស្តេច​បាន​រួមដំណេក​ជាមួយ​នាង (គឺ​នាង​ទើបតែ​បាន​សម្អាតខ្លួន​ពី​ការ​មាន​រដូវ​របស់​នាង)។ បន្ទាប់មក នាង​បាន​ត្រឡប់ទៅ​ផ្ទះ​របស់​នាង​វិញ​។
2SA 11:5	នាង​បេត​សេ​បា​ក៏​ចាប់​មាន​ទម្ងន់ ហើយ​នាង​ក៏​ចាត់​មនុស្ស​ឲ្យ​ទៅ​ទូល​ព្រះបាទ​ដាវីឌ ថា​៖ «ខ្ញុំម្ចាស់​មាន​ទម្ងន់​ហើយ»។
2SA 11:6	នោះ ព្រះបាទ​ដាវីឌ​មាន​រាជឱង្ការ​បញ្ជា​ទៅ​លោក​យ៉ូ​អាប់​ថា​៖ «ចូរ​បញ្ជូន​អ៊ូ​រី ជា​ជនជាតិ​ហេ​តមក​ជួប​យើង»។ ដូច្នេះ​លោក​យ៉ូ​អាប់​បាន​ចាត់​លោក​អ៊ូ​រី​មក​ឯ​ព្រះបាទ​ដាវីឌ​។
2SA 11:7	នៅពេល​ដែល​លោក​អ៊ូ​រី មកដល់ ព្រះបាទ​ដាវីឌ​បាន​សួរសុខទុក្ខ​របស់​លោក​យ៉ូ​អាប់ អំពី​ពួក​ពលទាហាន ហើយនិង​សភាពការណ៍​សង្រ្គាម តើ​យ៉ាងណា​ទៅ​ហើយ​។
2SA 11:8	ព្រះបាទ​ដាវីឌ ក៏​មាន​រាជឱង្ការ​ទៅកាន់​លោក​អ៊ូ​រី​ថា​៖ «ចូរ​ត្រឡប់ទៅ​ផ្ទះ​របស់​លោក ហើយ​សម្អាត​ជើង​របស់​លោក​ចុះ»។ ដូច្នេះ លោក​អ៊ូ​រី​ក៏​ចាកចេញ​ពី​ព្រះរាជវាំង​ទៅ ហើយ​បន្ទាប់ពី​លោក​ចាកចេញ​ទៅ ស្តេច​បាន​ផ្ញើ​អំណោយ​ទៅ​ឲ្យ​លោក​។
2SA 11:9	ប៉ុន្តែ លោក​អ៊ូ​រី​មិនបាន​ត្រឡប់ទៅ​ផ្ទះ​របស់​លោក​នោះ​ទេ គឺ​លោក​បាន​សម្រាន្​ដ​នៅ​មាត់ទ្វារ​ចូល​ព្រះរាជវាំង​របស់​ស្តេច​ជាមួយនឹង​អ្នកបម្រើ​ទាំងអស់​របស់​ចៅហ្វាយ​របស់​លោក​។
2SA 11:10	ពេលនោះ​មាន​គេ​ទូល​រឿង​នេះ​ដល់​ព្រះបាទ​ដាវីឌ​ថា​៖ «លោក​អ៊ូ​រី​មិនបាន​ត្រឡប់ទៅ​ផ្ទះ​របស់​លោក​នោះ​ទេ»។ ព្រះបាទ​ដាវីឌ​សួរ​លោក​អ៊ូ​រី​ថា​៖ «តើ​អ្នក​បាន​ធ្វើអ្វី? តើ​ហេតុអ្វីបានជា​លោក​មិន​ត្រឡប់ទៅ​ផ្ទះ​របស់​លោក?»
2SA 11:11	នោះ​លោក​អ៊ូ​រី​ទូល​ស្តេច​ថា​៖ «ហឹប​របស់​ព្រះអម្ចាស់​ទាំង​ពលទាហាន​អ៊ីស្រាអែល ព្រមទាំង​យូដា ពួកគេ​ស្នាក់នៅ​ក្នុង​ត្រសាល​នៅឡើយ ហើយ​ចៅហ្វាយ​របស់​ទូលបង្គំ​លោក​យ៉ូ​អាប់ និង​អ្នកបម្រើ​របស់​លោក​ទាំងអស់​ក៏​សម្រាក​នៅ​ទីវាល​។ តើ​នឹង​ឲ្យ​ទូលបង្គំ​ចូល​ទៅ​ក្នុង​ផ្ទះ ស៊ីផឹក ហើយ​ដេក​ជាមួយ​ភរិយា​របស់​ទូលបង្គំ​យ៉ាងដូច​ម្តេច​បាន? ទូលបង្គំ​សូម​ស្បថ​ថា ដរាបណា​ព្រះករុណា​នៅ​មាន​ព្រះជន្ម​គង់នៅ ទូលបង្គំ​នឹង​មិន​ធ្វើ​ដូច្នេះ​ជាដាច់ខាត​។
2SA 11:12	ព្រះបាទ​ដាវីឌ​មាន​រាជឱង្ការ​មក​លោក​អ៊ូ​រី​ថា​៖ «ថ្ងៃនេះ​សូម​លោក​ស្នាក់នៅ​ទីនេះ​ចុះ ហើយ​ថ្ងៃស្អែក​សឹម​ចេញដំណើរ​ទៅ»។ ដូច្នេះ លោក​ក៏​ស្នាក់នៅ​ក្រុង​យេ​រូ​សា​ឡិ​មក្នុង​ថ្ងៃ​នោះ​នឹង​ថ្ងៃបន្ទាប់​។
2SA 11:13	នៅពេល​ដែល​ព្រះបាទ​ដាវីឌ ត្រាស់​ហៅ​លោក​នោះ លោក​បាន​បរិភោគ នឹង​ផឹក​មុន​ស្តេច​។ នៅ​រសៀល​បន្ទាប់​លោក​អ៊ូ​រី​បាន​សម្រាន្ត​លើ​គ្រែ​របស់​លោក​ជាមួយ​ពួក​អ្នកបម្រើ​ចៅហ្វាយ​របស់​លោក គឺ​លោក​មិនបាន​ត្រឡប់ទៅ​ផ្ទះ​របស់​លោក​ទេ​។
2SA 11:14	នៅពេល​ព្រឹក​ព្រះបាទ​ដាវីឌ​បាន​សរសេរ​សំបុត្រ​ផ្ញើ​ទៅ​លោក​យ៉ូ​អាប់ តាមរយៈ​លោក​អ៊ូ​រី​។
2SA 11:15	ស្តេច​បាន​សរសេរ​នៅក្នុង​សំបុត្រ​នោះ​ថា​៖ «ចូរ​បញ្ជូន​លោក​អ៊ូ​រី​ទៅកាន់​សមរភូមិ​មុខ គឺ​ទៅកាន់​ខ្សែប្រយុទ្ធ ហើយ​ដក​អ្នកដទៃ​ទៀត​ចេញពី​គេ​មក នោះ​គាត់​នឹង​ត្រូវ​គេ​វាយប្រហារ​ហើយ​សម្លាប់​នៅ​ទីនោះ​។
2SA 11:16	លោក​យ៉ូ​អាប់ សង្កេតមើល​ទីក្រុង​ដែល​លោក​ឡោមព័ទ្ធ លោក​ក៏បាន​ដាក់​លោក​អ៊ូ​រី​នៅកន្លែង​ដែល​លោក​បានដឹង​ថា​មាន​សត្រូវ​ដែល​ខ្លាំងពូកែ​។
2SA 11:17	នៅពេល​ដែល​កងទ័ព​សត្រូវ​ចេញ​មក​ច្បាំង​តទល់​នឹង​កងទ័ព​របស់​លោក​យ៉ូ​អាប់ ពួកគេ​បាន​សម្លាប់​កងទ័ពមួយ​ចំនួន នៅក្នុង​ជួរ​ទ័ព​របស់​ស្តេច​ដាវីឌ ហើយ​លោក​អ៊ូ​រី ជា​ជនជាតិ​ហេ​ត ក៏​ត្រូវ​បាន​គេ​សម្លាប់​នៅ​ទីនោះ​ដែរ​។
2SA 11:18	លោក​យ៉ូ​អាប់ បាន​ចាត់​គេ​ឲ្យ​ទៅ​រាយការណ៍​ថ្វាយព្រះ​បាទ​ដាវីឌ សព្វគ្រប់​អំពី​សភាពការណ៍​ចម្បាំង
2SA 11:19	គឺ​លោក​បញ្ជា​អ្នកនាំសារ​ថា​៖ «នៅពេល​ដែល​អ្នក​បាន​ទូល​ថ្វាយ​ស្តេច​ចប់​សព្វគ្រប់​អំពី​សភាពការណ៍​ចម្បាំង​ហើយ
2SA 11:20	ប្រសិនបើ ស្តេច​ខ្ញាល់ ហើយ​ទ្រង់​មាន​រាជឱង្ការ​ថា «ហេតុអ្វីបានជា​អ្នក​ចូល​ទៅ​ជិត​កំពែង​ក្រុង ក្នុង​ពេល​ប្រយុទ្ធ តើ​អ្នក​មិនដឹង​ទេ​ឬថា ខ្មាំង​នឹង​បាញ់​ព្រួញ​ពីលើ​កំពែង​ក្រុង​មក?
2SA 11:21	តើ​អ្នកណា​ជា​អ្នកសម្លាប់​លោក​អ​ប៊ី‌មា​ឡេ​ក ជា​កូនប្រុស​របស់​លោក​យេ​រូ​បាល​ដែល​នៅ​ថេ​ប៊េស? តើ​មិនមែន​ជា​មនុស្ស​ស្រី​ទេ​ឬ​ដែល​បាន​ទម្លាក់​ថ្មត្បាល់​ពីលើ​កំពែង​មក​ចំ​លោក? ហេតុអ្វីបានជា​អ្នក​ចូល​ទៅ​ជិត​កំពែង​ក្រុង​នោះ? នោះ អ្នក​ត្រូវ​ទូល​ស្តេច​ថា​៖ «អ្នកបម្រើ​របស់​ព្រះករុណា លោក​អ៊ូ​រី ជា​ជនជាតិ​ហេតុ ក៏បាន​ស្លាប់​នៅ​ទីនោះ​ដែរ​។
2SA 11:22	ដូច្នេះ អ្នកនាំសារ​បាន​ចាកចេញ​ទៅ​គាល់​ព្រះរាជា និង​បាន​ទូល​ថ្វាយ​ទ្រង់​គ្រប់សព្វ តាមដែល​លោក​យ៉ូ​អាប់​បាន​បង្គាប់​លោក​ឲ្យ​និយាយ​។
