w	def
អង្កាញ់រលក	[ʔɑŋkaɲ rɔlɔɔk] [[អង្កាញ់]] [[រលក]] <br>1). ripple on the water See: កង្កាញ់រលក
អង្កាន់	[ʔɑŋkan] <br>1). n left over unhulled rice grains (after the milling process) <br>2). n something not quite honest <br>3). n impurities in one's heart / feelings / thoughts
អង្កាប់អង្កើ	[ʔɑŋkap - ʔɑŋkaə] <br>1). adj to feel ill, be nauseated <br>2). adj to be interrupted, not proceeding smoothly
អង្កាម	[ʔɑŋkaam] <br>1). n rice husks <br>2). See: ជីរអង្កាម
អង្កាល់	[ʔɑŋkaal] <br>1). adv when (in the future), at what time;<br> on what date អង្កាល់ទើបគាត់ អញ្ជើញមកដល់​? When will he arrive? លោកអញ្ជើញទៅអង្កាល់​? When will you be going?
អង្កាល់ដែល	[ʔɑŋkaal dael] [[អង្កាល់]] [[ដែល]] <br>1). when (in the past) អង្កាល់​ដែលខ្ញុំបានជួបនិយាយជាមួយនឹងគេនោះ ប្រហែលជាម៉ោង​ ៥​ល្ងាច When I met and talked with them it was about 5:00 in the evening.
អង្កាល់ណា	[ʔɑŋkaal naa] [[អង្កាល់]] [[ណា]] <br>1). when, whenever អង្កាល់​ណាគេនឹងមកហ្ន៎​? When will they come?
អង្កាំ	[ʔɑŋkam] <br>1). n bead
អង្កាំក	[ʔɑŋkam kɑɑ] [[អង្កាំ]] [[ក]] <br>1). bead necklace
អង្កិត	<br>1). See: អង្កេត
អង្កឹ	[ʔɑŋkəʔ] <br>1). pvp not (rare.) See: អង្គឺ អង្កឹខ្ញុំទេ It's not I.
អង្កឹក	[ʔɑŋkək] <br>1). adv bouncing along without stopping
អង្កឺល	[ʔɑŋkəɨl] <br>1). adv in an undulating / bobbing up and down manner
អង្កុក	[ʔɑŋkok] <br>1a). adj to be constantly nodding / bobbing up and down. <br>1b). adv in a bobbing / nodding / up-and-down manner
អង្កុញ	[ʔɑŋkoɲ] <br>1). v to bend / flex / fold (esp. the arms or legs);<br> to clasp or press (one's fists) to the chest <br>2). v to back out, get cold feet, renege See: កង្កុញ
អង្កុញចិត្ត	[ʔɑŋkoɲ cət] [[អង្កុញ]] [[ចិត្ត]] <br>1). to renounce / reject an idea
អង្កុញដៃអង្កុញជើង	[ʔɑŋkoɲ day ʔɑŋkoɲ cəəŋ] [[អង្កុញ]] [[ដៃ]] [[អង្កុញ]] [[ជើង]] <br>1). to draw the arms and legs closer in to the body
អង្កុល	[ʔɑŋkol] <br>1a). adj to be bent over. <br>1b). adv in a stooping, bending over or bowing manner
អង្កុស	[ʔɑŋkoh] <br>1). n ankus, hooked stick used to guide an elephant
អង្កូរ	[ʔɑŋkoo] <br>1). n bud, shoot, sprout (may occur as the second member in a compound word in which case the initial អ is lost;<br> e.g. វេឡុរង្កូរ `bamboo shoot')
អង្កួច	[ʔɑŋkuəc] <br>1a). n kind of flute-like Cambodian musical instrument used esp. in folk music, kind of (reed) pipe;<br> kind of song which is characteristically introduced with a melody played on the flute. <br>1b). v to play the above instrument See: កង្កួច
អង្កួចស្នែង	[ʔɑŋkuǝc snaeŋ] [[អង្កួច]] [[ស្នែង]] <br>1). អង្កួច
អង្កួញ	[ʔɑŋkuəɲ] <br>1). v to clench one's fist and raise it threateningly;<br> to raise one's leg / foot (to strike);<br> to prepare to strike / kick (in Cambodian boxing) See: កង្កួញ <br>2). n kind of vine See: អង្កួញដី
អង្កើក	[ʔɑŋkaək] <br>1). adv (carrying something on one's head) back and forth in a trotting manner
អង្កៀម	[ʔɑŋkiem] <br>1). v to gnaw, nibble, bite, chew on <br>2). v to try hard to accomplish a goal
អង្កៀមងៀត	[ʔɑŋkiǝm ŋiət] [[អង្កៀម]] [[ងៀត]] <br>1). kind of musical melody which is usually hummed
អង្កៀមចំណេះ	[ʔɑŋkiǝm cɑmneh] [[អង្កៀម]] [[ចំណេះ]] <br>1). to study until knowledge is acquired
អង្កេត	[ʔɑŋkeet] <br>1a). n inquiry, inquest, investigation. <br>1b). v to inquire about, look into;<br> to make an investigation;<br> to collect information;<br> to interrogate French See: អង្កែត, អង្កិត
អង្កេតសុវិធាននិងអសុវិធាន	[ʔɑŋkeɛt soʔviʔtʰie nɔɔ nɨŋ ʔaʔsoʔ- viʔtʰien] [[អង្កេត]] [[សុវិធា]] [[ន]] [[និង]] [[អសុ]] [[វិធាន]] <br>1). investigation regarding the feasibility of locating a business / factory in some specific location, site investigation
អង្កែ	[ʔɑŋkae] <br>1). n table for gifts, altar
អង្កែត	<br>1). See: អង្កេត
អង្កែលអង្កៃ	[ʔɑŋkael - ʔɑŋkay] <br>1). adv dashing from side to side, playfully, friskily, in a gambolling manner
អង្កោល	[ʔɑŋkaol] <br>1). n kind of small spiny tree (Alangium salviifolium) which is widely used in medicinal products See: អង្កោលបន្លា
អង្ក្រង	[ʔɑŋkrɑɑŋ] <br>1). n kind of large red ant which is commonly found on fruit trees
អង្ក្រងទឹក	[ʔɑŋkrɑɑg tɨk] [[អង្ក្រង]] [[ទឹក]] <br>1). kind of large red ant
អង្ក្រងផេះ	[ʔɑŋkrɑɑg pʰeh] [[អង្ក្រង]] [[ផេះ]] <br>1). See: អង្ក្រងទឹក
អង្ក្រងភ្លើង	[ʔɑŋkrɑɑg pləəŋ] [[អង្ក្រង]] [[ភ្លើង]] <br>1). kind of large red ant
អង្ក្រត	[ʔɑŋkrɑɑt] <br>1). i sound similar to a frog's croaking
អង្ក្រេតអង្ក្រត	[ʔɑŋkreet - ʔɑŋkrɑɑt] <br>1). v to grate, creak
អង្ក្រេមអង្ក្រម	[ʔɑŋkreem - ʔɑŋkrɑɑm] <br>1). n kind of vine (Abrus precatorius) with sweet-tasting stems and leaves and small round seeds which turn red and black when ripe See: អង្ក្រំ
អង្ក្រំ	<br>1). See: អង្ក្រេមអង្ក្រម
អង្គ	[ʔɑŋ] <br>1). n body;<br> torso, trunk;<br> corpse <br>2). n build, figure;<br> appearance;<br> form, shape <br>3). n quality, virtue <br>4). n (main) reason, (basic) cause;<br> base, basis, grounds <br>5). n quantity, amount, number <br>6). n sort, kind, type, variety <br>7). n group, organization, institution, establishment;<br> corps (military or diplomatic) <br>8). clf for royalty, clergy, statues of the Buddha, deities, and letters of the alphabet ព្រះពុទ្ឋរូប​ ៥​ អង្គ five statues of the Buddha លោកសង្ឃពីរអង្គ two Buddhist monks អក្សរ​ ៦​ អង្គ six letters <br>9). n Shivalinga (Indian cult object representing the phallus of Shiva)
អង្គកាយ	[ʔɑŋ kaay] [[អង្គ]] [[កាយ]] <br>1). body, physique
អង្គការ	[ʔɑŋ kaa] [[អង្គ]] [[ការ]] <br>1). organization, institution, establishment, organism;<br> The Angkar (the Khmer Rouge party organization)
អង្គការចតុភាគី	[ʔɑŋ kaa caʔtoʔ pʰiekii] [[អង្គការ]] [[ចតុ]] [[ភាគី]] <br>1). Quadripartite Organization (formed by France, Cambodia, Laos and Vietnam in the early 1950s to control the issuance of money for Indochina)
អង្គការថ្នាក់លើ	[ʔɑŋ kaa tnak lǝǝ] [[អង្គការ]] [[ថ្នាក់លើ]] <br>1). higher authorities
អង្គការនយោបាយជាន់ខ្ពស់	[ʔɑŋ kaa nɔyoobaay coan kpʊəh] [[អង្គការ]] [[នយោបាយ]] [[ជាន់ខ្ពស់]] <br>1). supreme political body
អង្គការភ្នែកម្នាស់	[ʔɑŋ kaa ------ mnoah] [[អង្គការ]] [[ភ្នែកម្នាស់]] <br>1). the Angkar (has) a thousand (lit. ` pineapple') eyes (refers to the all-knowing aspect of the Khmer Rouge administrative organization)
អង្គការមនុស្សធម៌	[ʔɑŋ kaa mɔnuh~meaʔnuh~mɔnɨh tʰoa] [[អង្គការ]] [[មនុស្សធម៌]] <br>1). humanitarian / voluntary agencies
អង្គការមូលដ្ឋាន	[ʔɑŋ kaa muulattʰaan] [[អង្គការ]] [[មូលដ្ឋាន]] <br>1). local organization
អង្គការមូលនិធិរូបិយវត្ថុអន្តរជាតិ	[ʔɑŋ kaa ------ ruupəyyeaʔ voattʰoʔ ʔɑntaʔraʔ~ʔɑndɑɑ ciet] [[អង្គការ]] [[មូលនិធិរូបិយវត្ថុអន្តរជាតិ]] <br>1). International Monetary Fund
អង្គការមូលនិធិសត្វព្រៃលើពិភពលោក	[ʔɑŋ kaa ------ sat prey lǝǝ piʔpʰup look~lookaʔ] [[អង្គការ]] [[មូលនិធិ]] [[សត្វព្រៃ]] [[លើ]] [[ពិភពលោក]] <br>1). World Wildlife Fund
អង្គការយោធា	[ʔɑŋ kaa yootʰie] [[អង្គការ]] [[យោធា]] <br>1). military organization
អង្គការយោធាប្រតិព័ទ្ធ	[ʔɑŋ kaa yootʰie prɑteʔpoat] [[អង្គការយោធា]] [[ប្រតិព័ទ្ឋ]] <br>1). paramilitary organization
អង្គការរដ្ឋធម្មនុញ្ញ	[ʔɑŋ kaa roat~roattʰaʔ tʰoammeaʔnuɲ~tʰɔmanuɲ] [[អង្គការ]] [[រដ្ឋធម្មនុញ្ញ]] <br>1). constitutional organization
អង្គការលើ	[ʔɑŋ kaa lǝǝ] [[អង្គការ]] [[លើ]] <br>1). senior Khmer Rouge leadership (it is a shortened form of អង្គការថ្នាក់លើ widely used by the Khmer Rouge in reference to their Party Central Committee)
អង្គការលេខ	[ʔɑŋ kaa leek] [[អង្គការ]] [[លេខ]] <br>1). organizational chart, infrastructure;<br> order of battle, TO & E
អង្គការសង្គម	[ʔɑŋ kaa sɑŋkum~sɑŋkeaʔmeaʔ] [[អង្គការ]] [[សង្គម]] <br>1). social / public organization
អង្គការសហប្រជាជាតិ	[ʔɑŋ kaa saʔhaʔprɑcieciet] [[អង្គការ]] [[សហប្រជាជាតិ]] <br>1). United Nations Organization
អង្គការសុខភាព	[ʔɑŋ kaa sok pʰiep] [[អង្គការ]] [[សុខភាព]] <br>1). sanitary organization
អង្គកុងស៊ុល	[ʔɑŋ koŋ sul] [[អង្គ]] [[កុងស៊ុល]] <br>1). consular corps
អង្គកំណើត	[ʔɑŋ kɑmnaət] [[អង្គ]] [[កំណើត]] <br>1). sexual organs, genitals
អង្គក្រឹន	[ʔɑŋ ------ ] [[អង្គ]] [[ក្រឹន]] <br>1). corpus callosum
អង្គជា	[ʔɑŋ cie] [[អង្គ]] [[ជា]] <br>1). daughter
អង្គជាត	[ʔɑŋ ciet] [[អង្គ]] [[ជាត]] <br>1). See: អង្គកំណើត
អង្គជៈ	[ʔɑŋ ------] [[អង្គ]] [[Fជៈ]] <br>1). son
អង្គញ់	[ʔɑŋkʊəɲ] <br>1). n kind of vine (Entada phaseoloides) from which pods containing large black or maroon seeds are obtained (these seeds are used in playing a popular children's game called ល្បែងអង្គញ់ ) <br>2). n kneecap See: អង្គញ់ជង្គង់
អង្គញ់ស្វា	[ʔɑŋkɔǝɲ svaa] [[អង្គញ់]] [[ស្វា]] <br>1). kind of tree with large leaves and fruits which contain two or three seeds (it is used for firewood and as a shade tree)
អង្គណ	[ʔɑŋ nɑɑ] [[អង្គ]] [[ណ]] <br>1). playground, sports field <br>2). sinful desires, vices;<br> doubt, suspicion
អង្គត់	[ʔɑŋkʊət] <br>1). n kind of vine (Ecdysanthera glandulifera) with a latex-like sap (it is used as a cure for food poisoning) See: អង្គទ
អង្គទ	[ʔɑŋkʊət] <br>1). n kind of a large tailless monkey (the son of ពាលី in the Ramayana) <br>2). n bracelet <br>3). See: អង្គត់
អង្គទូត	[ʔɑŋ tuut] [[អង្គ]] [[ទូត]] <br>1). diplomatic corps, diplomatic body
អង្គទោសកម្ម	[ʔɑŋ tooh kam~kammeaʔ or kammaʔ] [[អង្គ]] [[ទោស]] [[កម្ម]] <br>1). matter of an offence
អង្គទ័ព	[ʔɑŋ toap] [[អង្គ]] [[ទ័ព]] <br>1). army corps
អង្គធាតុ	[ʔɑŋ tʰiet] [[អង្គ]] [[ធាតុ]] <br>1). element, substance, component
អង្គនភាកាស	[ʔɑŋ neaʔpʰie kaah] [[អង្គ]] [[នភាកាស]] <br>1). celestial body
អង្គនា	[ʔɑŋkeaʔnie] <br>1). n woman, girl
អង្គបញ្ញត្តិ	[ʔɑŋ baɲɲat] [[អង្គ]] [[បញ្ញត្តិ]] <br>1). code of rules, regulations, laws;<br> charter
អង្គបទ	[ʔɑŋ bɑt] [[អង្គ]] [[បទ]] <br>1). text of a translation from the vernacular into a foreign language
អង្គបរាមាស	[ʔɑŋ paʔraa mieh] [[អង្គ]] [[បរា]] [[មាស]] <br>1). fondling / stroking the body
អង្គបរិច្ចាគ	[ʔɑŋ bɑɑrəccaak] [[អង្គ]] [[បរិច្ចាគ]] <br>1). altruism
អង្គប់	[ʔɑŋkup] <br>1). n deadfall trap See: អង្គុប <br>2). v to pick (e.g. at a bone), gnaw, nibble, chew on a tough object (esp. of a toothless person)
អង្គប់កណ្ដុរ	[ʔɑŋkup kɑndao~kɑndol] [[អង្គប់]] [[កណ្ដុរ]] <br>1). mouse trap
អង្គប្បច្ចង្គ	[ʔɑŋ ------] [[អង្គ]] [[Qប្បច្ចង្គ]] <br>1). member / part of the body See: អង្គប្បច្ចង្គា
អង្គប្រជុំ	[ʔɑŋ prɑcum] [[អង្គ]] [[ប្រជុំ]] <br>1). the assembled participants in a conference;<br> quorum, people attending a meeting;<br> meeting, assembly
អង្គប្រាណ	[ʔɑŋ praan] [[អង្គ]] [[ប្រាណ]] <br>1). body
អង្គពិកល	[ʔɑŋ ------ ] [[អង្គ]] [[ពិកល]] <br>1). See: អង្គវិកល See: អង្គពិការ
អង្គពិកលពិការ	[ʔɑŋ ------ piʔkaa] [[អង្គពិកល]] [[ពិការ]] <br>1). See: អង្គពិការ
អង្គពិការ	[ʔɑŋ piʔkaa] [[អង្គ]] [[ពិការ]] <br>1). to be handicapped, crippled See: អង្គវិការ
អង្គព្រះចក្រី	[ʔɑŋ preah caʔkrəy] [[អង្គ]] [[ព្រះចក្រី]] <br>1). the king
អង្គភាព	[ʔɑŋ pʰiep] [[អង្គ]] [[ភាព]] <br>1). body;<br> trunk, torso;<br> essence, main point;<br> entity, unit
អង្គភាពកងពល	[ʔɑŋ pʰiep kɑɑŋ pʊəl] [[អង្គភាព]] [[កងពល]] <br>1). divisional group, army corps
អង្គភាពចត្តាឡឺស័ក	[ʔɑŋ pʰiep cattaaləɨsak] [[អង្គភាព]] [[ចត្តាឡឺស័ក]] <br>1). quarantine unit
អង្គភាពទ័ពពិសេសស្អែកស្លាប់	[ʔɑŋ pʰiep toap piʔsaeh~piʔseeh sʔaek slap] [[អង្គភាព]] [[ទ័ព]] [[ពិសេស]] [[ស្អែក]] [[ស្លាប់]] <br>1). suicide commando unit
អង្គភាពប្រមូលផ្តុំ	[ʔɑŋ pʰiep prɑmool pdom] [[អង្គភាព]] [[ប្រមូលផ្ដុំ]] <br>1). centralized unit, combined unit
អង្គភាពពេទ្យ	[ʔɑŋ pʰiep pɛɛt] [[អង្គភាព]] [[ពេទ្យ]] <br>1). medical corps
អង្គភាពយោធា	[ʔɑŋ pʰiep yootʰie] [[អង្គភាព]] [[យោធា]] <br>1). infantry brigade / unit, military unit
អង្គភេទ	[ʔɑŋ pʰeet] [[អង្គ]] [[ភេទ]] <br>1). physical difference, difference in appearance;<br> fracture (of a bone)
អង្គមង្គានុសារី	[ʔɑŋ ------] [[អង្គ]] [[Qមង្គានុសារី]] <br>1). vital principle which activates the body
អង្គមន្ត្រី	[ʔɑŋ mʊəntrəy] [[អង្គ]] [[មន្ត្រី]] <br>1). high ranking official, dignitary
អង្គរ	[ʔɑŋkɔɔ] <br>1). n city, capital city (occurs in many place names such as អង្គរធំ, អង្គរវត្ត etc.);<br> Angkor See: នគរ <br>2). n thickly forested flood plain near a lake
អង្គរក្ខ	[ʔɑŋ ------ ] [[អង្គ]] [[រក្ខ]] <br>1). aide-de-camp, adjutant;<br> body guard See: អង្គរក្ស, col. var. អង់គ្រ័ក
អង្គរជុំ	[ʔɑŋkɔɔ cum] [[អង្គរ]] [[ជុំ]] <br>1). kind of plant (some businessmen believe that a plant of this kind planted in a pot near their store will attract customers) See: នគរជុំ See: ប្រទាលអង្គរជុំ
