ថបនីយវត្ថុ,"<br>1). See: ឋបនីយវត្ថុ."
សាលាសំណាក់,"[saalaa sɑmnak] [[សាលា]] [[សំណាក់]] <br>1). rest hall for travelers (built along the road)
វិស្វាមិត្រ,"[vihsvaamit] <br>1). n name of a sage in the Ramayana. Sanskrit viṡvamitra 'family name.'"
ប្រហែល,"[prɑhael] <br>1). pt like;<br> about
គុម្ពព្រឹក្ស,"[kumpeaʔprɨk] <br>1). n shurb. Pali gumba;<br> Sanskrit vrịksha 'tree.'"
សយសង្វារ,"[sɑɑy sɑɑ sɑŋvaa] [[សយ]] [[ស]] [[ង្វារ]] <br>1). row of decorated bands or ribbon."
ជ្រេញមាត់,"[crɨɲ moat] [[ជ្រេញ]] [[មាត់]] <br>1). to become tired of repeating or eating the same thing."
មនុស្សគ្រាស,"[meaʔnuhsaʔkrieh] <br>1). n abduction
ស្មរបន្ទាល់,"[smɑɑ bɑntoal] [[ស្មរ]] [[បន្ទាល់]] <br>1). witness."
សំពះងារ,"[sɑmpeah ŋie] [[សំពះ]] [[ងារ]] <br>1). to salute the king while receiving a title from him. See: ថ្វាយបង្គំងារ"
សុរិយតាប,"[soʔreʔyaʔ taap] [[សុរិយ]] [[តាប]] <br>1). heat of the sun."
ប្រហែស,"[prɑhaeh] <br>1). p to neglect
ល្ហក,"[lhɑɑk] <br>1). n passages
ឆ្កួតមាត់,"[ckuət moat] [[ឆ្កួត]] [[មាត់]] <br>1). boorish
បវត្តិសាស្ត្រ,"[paʔvoat saah] [[បវត្តិ]] [[សាស្ត្រ]] <br>1). history;<br> historical documents or records. See: ប្រវត្តិសាស្ត្រ"
នីរស,"[niirʊəh] <br>1). p without juice or sap;<br> tasteless
សមភាព,"[saʔmaʔpʰiep] <br>1). n equality. [There are four kinds of equality in Buddhism: <br>1). កិច្ចសមភាព equality of function or work. <br>2). អនុភាវសមភាព equality in power. <br>3). សីលសមភាព equality in good behavior or good conduct. <br>4). ទិដ្ឋិសមភាព equality in intelligence or reasoning power.] Sanskrit<br>#..). equality
វណ្ណលេខា,"[vannaʔ leekʰaa] [[វណ្ណ]] [[លេខា]] <br>1). chalk."
បញ្ចាល់,"[bɑɲcal] <br>1). p to dam up
មហានគរ,"[meaʔhaanɔkɔɔ ~ mɔhaanɔkɔɔ] <br>1). n ancient name for Cambodia;<br> great country
សេក្ខលោក,"[seɛk~seɛkkʰaʔ look~lookaʔ] [[សេក្ខ]] [[លោក]] <br>1). monk's student in a Buddhist monastery. (More commonly used synonyms are: កូនសិស្សលោក and កូនសិស្សវត្ត.) See: កូនសេក្ខ"
ខ្សែដៃ,"[ksae day] [[ខ្សែ]] [[ដៃ]] <br>1). bracelet."
រាប់គ្នា,"[roap knie] [[រាប់]] [[គ្នា]] <br>1). to have friendly relations with one another."
រទូ,"[rɔtuu] <br>1). i whispering sound
ស្មារតី,"[smaadǝy ~ smaardǝy] <br>1). n memory
ដើរតិញតុញ,"[daə təɲ-toɲ] [[ដើរ]] [[តិញតុញ]] <br>1). to walk helter-skelter."
តុល្យភាព,"[tolyeaʔpʰiep] <br>1). n balance
កណ្ដាញ់,"[kɑndaɲ] <br>1). p kinky (hair). Cham kaḍan <br>2). n lock of kinky hair kept as a charm to ward off evil by certain adherents of sorcery. See: កណ្ដាញ់ព្រាយ"
និយាយខ្សាវៗ,"<br>1). to speak in a very low and hoarse voice."
សម្លាក់សំខាន់,"[sɑmlak sɑmkʰan] <br>1). p essential
ជននី,"[ceaʔneaʔnii] <br>1). n mother Sanskrit
សហពលរដ្ឋ,"[saʔhaʔ pʊəl roat~roattʰaʔ] [[សហ]] [[ពលរដ្ឋ]] <br>1). fellow citizen
កូន​រើស​បាន​,"<br>1). foundling."
អ័ក្ស,"[ʔak] <br>1). n axis;<br> axle
អាទីនវានុបស្សី,"[--i4--] [[Qអាទីនវានុបស្សី]] <br>1). person who concludes frequently that the physical body is the cause of all suffering. See: អាទិនវានុបស្សិនី"
រៀបចំសេចក្តី,"[riəp cɑm sackdǝy] [[រៀបចំ]] [[សេចក្តី]] <br>1). to prepare a text."
សត្វនិករ,"[sat niʔkɑɑ] [[សត្វ]] [[និករ]] <br>1). all living creatures. See: សត្វនិកាយ
រយៈផ្លូវ,"[reaʔyeaʔ pləv] [[រយៈ]] [[ផ្លូវ]] <br>1). distance covered
ភ្នែកឡេមឡាម,"[------ leɛm-laam] [[ភ្នែក]] [[ឡេមឡាម]] <br>1). worried eyes
ស៊ីថ្លៃ,"[sii tlay] [[ស៊ី]] [[ថ្លៃ]] <br>1). to charge a high price
ពីសាបាយ,"[------ baay] [[ពីសា]] [[បាយ]] <br>1). to eat rice
បដិសណ្ឋារ:,"[paʔdeʔsɑntʰaaraʔ] <br>1). n reception
ស្រម៉ោចយួន,"[------ yuən] [[ស្រម៉ោច]] [[យួន]] <br>1). red ants."
ពុទ្ធក្រឹត្យ,"<br>1). See: ពុទ្ឋកិច្ច."
ចាមរី,"[caameaʔrii ~ caamrəy] <br>1). n kind of long-haired sheep;<br> a yak (Bos grunniens). <br>2). n kind of tree with flowers resembling a yak's tail. Sanskrit
ពុកធំ,"[puk tʰom] [[ពុក]] [[ធំ]] <br>1). barbs;<br> long whiskers;<br> antennae."
ប្រតិសកម្ម,"[prɑteʔsaʔkam] <br>1). p retroactive. Sanskrit prati-;<br> Pali sakamma ?"
ល្កក់,"[lkɑk] <br>1a). p growing vigorously (especially of plants). <br>1b). a in a vigorously growing manner. ដំណាំល្អល្កក់។ The crops are growing beautifully. សំទូងលាស់ល្កក់។ The seedling grows vigorously."
បៃមន់,"[baymʊən] <br>1). n kind of fan shaped like a mulberry leaf (with a long handle
ឧបករណ៍រទេះ,"[ʔuʔpaʔkɑɑ rɔteh] [[ឧបករណ៍]] [[រទេះ]] <br>1). cart accessories;<br> vehicle accessories."
អុងម៉ុង្គ,"[ʔoŋ-moŋ] (variant of ឩម្មង្គ.)"
សង្ករ,"[saŋ ~ saŋkaʔraʔ ~ saŋkɑɑ] <br>1). n confusion. Sanskrit
គគឹក,"[kɔkɨk] <br>1). i sound of wind blowing or of water pouring. See: គឹកៗ"
បង្ហាប់,"[bɑŋhap] <br>1). p to make compact
កូនឃ្មុំ,"[koon kmum] [[កូន]] [[ឃ្មុំ]] <br>1). cell in a honey comb."
ឥតរូបអង្គ,"[ʔet~ʔǝt ruup ʔɑŋ] [[ឥត]] [[រូបអង្គ]] <br>1). bodiless."
សង្កល,"[saŋ ~ saŋkɑl ~ saŋkaʔlaʔ] <br>1). n group
តែងឃើញរឿយៗ,"<br>1). to see very often."
សៀមប្រៀម,"[siǝm-priǝm] <br>1). n kind of pickled banana. (It is made from the variety of banana known as ចេកជ្វា with salt
គូឆាយ,"[kuu cʰaay] <br>1). n FIX name of a vegetable (Allium tuberosum or Allium porrum). See: ឃិនឆាយ Cantonese kau ts` oi 
សំអេក,"[sɑmʔeɛk] <br>1). n food particle or stain on the teeth. See: ស្អេក. See: សម្អេក See: អាចម៌ធ្មេញ 
សំវរីកាល,"[saŋveaʔrii kaal] [[សំវរី]] [[កាល]] <br>1). nighttime."
ទាំងឡាយ,"[teaŋ laay] [[ទាំង]] [[ឡាយ]] <br>1). See: ទាំងពួង. 	 ទាំងហ្លាយ"
កៀន​ទ្វារ​,"<br>1). space behind the door."
កម្លាំងបាយ,"[kɑmlaŋ baay] [[កម្លាំង]] [[បាយ]] <br>1). physical force."
សើចក្អាក,"[saǝc kʔaak] [[សើច]] [[ក្អាក]] <br>1). to laugh heartily."
រោងចក្រទឹក,"[rooŋ cak tɨk] [[រោងចក្រ]] [[ទឹក]] <br>1). waterworks."
ពុំគាប់ចិត្ត,"[pum koap cət] [[ពុំ]] [[គាប់ចិត្ត]] <br>1). unsatisfactory."
ក្លាស់គន្លឹះ,"[klah kʊənlɨh] [[ក្លាស់]] [[គន្លឹះ]] <br>1). to buckle
ឧដុង្គ,"[ʔuʔdoŋ] <br>1). p high
សុខវឌ្ឍនៈ,"[sok ------] [[សុខ]] [[វឌ្ឍនៈ]] <br>1). progress of health or peace. See: សុខវឌ្ឍន៍"
ញញ័រ,"[ɲɔɲoa] <br>1a). p trembling
ឈ្លើងកន្លាស់,"[cləəŋ kɑnlah] [[ឈ្លើង]] [[កន្លាស់]] <br>1). small species of leech (According to T. it is also called: ឈ្លើងស្រែ.)"
ឡេះឡះ,"[leh-lah] <br>1). a desperately
លេងចាញ់,"[leeŋ caɲ] [[លេង]] [[ចាញ់]] <br>1). to lose (game or gambling)."
ជាប់ណែងណង,"[coap naeŋ-nɑɑŋ] [[ជាប់]] [[ណែងណង]] <br>1). to be shackled with a ណែងណង."
គប្បី,"[koapbəy] <br>1a). pv must
អធ្យាស្រ័យ,"[ʔaʔtyiesray] <br>1). n intention
ស្ថាបនកម្ម,"<br>1). See: ស្ថាបនៈ."
វិសញ្ញិភាព,"[viʔsaɲɲiʔpʰiep] <br>1). n faint
រុកចូលផ្ទះគេ,"[ruk cool pteah kee] [[រុក]] [[ចូល]] [[ផ្ទះ]] [[គេ]] <br>1). to break into someone's house."
ចងសំរោង,"[cɑɑŋ sɑmraoŋ] [[ចង]] [[សំរោង]] <br>1). ceremony to insure the health of a pregnant woman."
ឬកកញ្ជ្រម,"[------ kãncrɔɔm] [[ឬក]] [[កញ្ជ្រម]] <br>1). timid attitude or behavior."
អាទរប្រតិបត្តិ,"[ʔaateaʔreaʔ prɑteʔbat] [[អាទរ]] [[ប្រតិបត្តិ]] <br>1). to execute or carry out carefully."
រឹតដៃ,"[riit day] [[រឹត]] [[ដៃ]] <br>1). to become stronger."
ថ្វាយព្រះភ្លើង,"[tvaay preah pləəŋ] [[ថ្វាយព្រះ]] [[ភ្លើង]] <br>1). to cremate the corpse of the king."
អច្ចេក,"[ʔacceɛkaʔ] <br>1). p rushed;<br> immediate
អចិត្តិភាព,"[ʔaʔcetteʔpʰiep] <br>1). n confusion;<br> unconsciousness
មិចមួល,"[mɨc muəl] [[មិច]] [[មួល]] <br>1). to pinch strongly and twist."
ត្រីព័ន្ធ,"[trəy poan] <br>1). n one who has been married three times."
គគឹត,"[kɔkɨt] <br>1). n name of a tree with a poisonous resin."
ដំណាក់រថ,"[dɑmnak rʊət] [[ដំណាក់]] [[រថ]] <br>1). parking lot
អបទេវតា,"[ʔɑɑp teiveaʔ taa] [[អប]] [[ទេវតា]] <br>1). spirit
ហារីយ,"<br>1). See: ហារិន."
សំអាង,"[sɑmʔaaŋ] <br>1a). n embellishing or decorative materials. <br>1b). p decorative
ជាតិពន្ធទ្យា,"[ciet pʊən ------] [[ជាតិ]] [[ពន្ធ]] [[វិទ្យា]] <br>1). ethnology."
នាវាផ្ទុកប្រេងកាត,"[nievie ptuk preɛŋ kaat] [[នាវា]] [[ផ្ទុក]] [[ប្រេងកាត]] <br>1). tanker."
មហាទក្សា,"[meaʔhaa-teaksaa] <br>1). n kind of horoscope. Sanskrit
បញ្ចូល,"[bɑɲcool] <br>1). p to insert
ពលិការ,"[peaʔliʔkaa] <br>1). n the act of making an offering;<br> the preparation of offerings. See: ពលីការ
បារាជិក,"[paaraacək] <br>1). n grave fault which leads to severe punishment
ដោះប្រស្នា,"[dɑh prɑsnaa] [[ដោះ]] [[ប្រស្នា]] <br>1). to solve a problem or riddle.<br>#..). to solve
មាត់សំញេញ,"[moat ------] [[មាត់]] [[សំញេញ]] <br>1). open mouth"
ជ្រើសតាំង,"[crəəh taŋ] [[ជ្រើស]] [[តាំង]] <br>1). to elect<br>#..). to elect."
ជំនន់,"[cumnʊən] <br>1). n flood. See: ជន់;<br>"
សោមវារៈ,"<br>1). See: សោមពារ."
ខ្ទឹមស្រឹង,"[ktɨm srǝŋ] [[ខ្ទឹម]] [[ស្រឹង]] <br>1). kind of onion."
បដិកូលសញ្ញា,"[paʔdeʔkoolaʔsaɲɲaa] <br>1a). n distastefulness
របះរបោរ,"[rɔbah-rɔbao] <br>1). p revolting
លលកទ្រាំង,"[lɔlɔɔk treaŋ] [[លលក]] [[ទ្រាំង]] <br>1). kind of small turtle-dove."
ត្រឡុំ,"[trɑlom] <br>1). p very round."
បាយស្រស់ទឹក,"[baay srɑh tɨk] [[បាយ]] [[ស្រស់]] [[ទឹក]] <br>1). (cooked) rice from which the water has been drained or evaporated."
ងីៗ,"[ŋɨɨ-ŋɨɨ] <br>1). i sound of clearing the throat (as a warning)."
កុងស៊ុល,"[koŋ sul] <br>1). n consul. French consul"
ដាក់លាយសាំ,"[dak liey sam] [[ដាក់]] [[លាយសាំ]] <br>1). to put together again and again."
ឆ្នោតវត្ថុ,"[cnaot voattʰoʔ] [[ឆ្នោត]] [[វត្ថុ]] <br>1). sweepstakes (lottery)."
ឆ្លៀតឱកាស,"[cliət ʔaokaah] [[ឆ្លៀត]] [[ឱកាស]] <br>1). to use an opportunity (to do something)."
អធិការនៃកិច្ចការនយោបាយនឹងរដ្ឋបាល,"[ʔaʔtʰiʔkaa ney kəc kaa nɔyoobaay nɨŋ roat~roattʰaʔ baal] [[អធិការ]] [[នៃ]] [[កិច្ចការនយោបាយ]] [[នឹង]] [[រដ្ឋបាល]] <br>1). inspector of political and administrative affairs."
ដំកើង,"<br>1). See: តម្កើង."
កុមារ,"[koʔmaa] <br>1). n young boy
នាវាភារវេតក៍,"[nieviepʰiereaʔveet] <br>1). n one who rents or charters a ship to transport freight
ជ្រេញចិត្ត,"[crɨɲ cət] [[ជ្រេញ]] [[ចិត្ត]] <br>1). to be fed up."
លោជា,"[loo cie] [[លោ]] [[ជា]] <br>1). in case."
ភណ្ឌាគារប្រត្យក្ស,"[pʰoandeaʔ~pʰoan ʔaakie prɑtyak] [[ភណ្ឌ]] [[អាគារ]] [[ប្រត្យក្ស]] <br>1). bonded warehouse leased to private enterprise."
ឧភយពាក្យបរិវត្តន៍,"[ʔuʔpʰeaʔyeaʔ piek bɑɑreʔvoat] [[ឧភយ]] [[ពាក្យ]] [[បរិវត្តន៍]] <br>1). translation (from one language to another). See: ឧភយវាក្យបរិវត្តន៍
សំអាត,"[sɑmʔaat] <br>1). p to clean up. See: ស្អាត. See: សម្អាត់"
សាមគ្គី,"[saameakkii] <br>1). n unity
សង្កា,"[sɑŋkaa] <br>1). n suspicion;<br> attention (to work). Pali sankā
ចុះបញ្ជី,"[coh bɑɲcii] [[ចុះ]] [[បញ្ជី]] <br>1). to register<br>#..). to register."
ដាក់លប,"[dak lɔɔ bɑɑ] [[ដាក់]] [[លប]] <br>1). to set a លប trap."
ពុំខាន,"[ឡើយ :: pum kʰaan laəy ] [[ពុំ]] [[ខាន]] <br>1). without fail."
ក្រុម​សង្គហ​ព្រះ​រាជវង្សានុវង្ស​,"<br>1). Royal Family Council (a special court for conflicts between members of the royal family)."
ឧបជីវិកាបព្វជ្ជា,"[ʔuʔpaʔciivik ------ ] [[ឧបជីវិក]] [[ាបព្វជ្ជា]] <br>1). becoming a monk because of the knowledge that monks have an easy life."
ទិព្វនេត្រ,"[tippeaʔneet] <br>1). n supernatural vision. See: ទិព្វចក្ខុ Pali dibba;<br> Sanskrit nētra"
សង្ការកូដ,"[sɑŋkaa ------] [[សង្ការ]] [[កូដ]] <br>1). pile of garbage."
ភ្ញីទៀន,"[pɲii tiən] <br>1). n certain decorated candle which is lighted for ceremonial purposes. (Tandart has ភ្ញី as the mystical word for 'candle' or 'taper.')"
ក្រសួងអនាម័យ,"[krɑsuəŋ ʔaʔnaamay ] [[ក្រសួង]] [[អនាម័យ]] <br>1). department of sanitation.<br>#..). health department
ប្រភុង,"[prɑpʰuŋ] <br>1). i repeated sound of rifle shots. See: ពភុង"
ឡើង​ដើម​ឈើ​,"<br>1). to climb up a tree."
សំពត់មួយត្បូង,"[sɑmpʊət muə yɔɔ tbooŋ] [[សំពត់]] [[មួយ]] [[ត្បូង]] <br>1). piece of cloth ten cubits long."
សូរ្យកាន្ត,"[suuryaʔkaan ~ suuraʔkaan] <br>1). n kind of fabulous legendary stone
សុពចជាតិកៈ,"[------ ------] [[សុពច]] [[Qជាតិកៈ]] <br>1). amenable person. See: ទុព្វចជាតិក) (ទុព្វចជាតិកា See: សុពចជាតិកា"
កាំកង់រទេះ,"[kam kaŋ rɔteh] [[កាំ]] [[កង់រទេះ]] <br>1). radius of a wheel
ចិត្តមុទុតា,"[cətmuʔtuʔtaa] <br>1). n gentleness or tenderness of thought."
ចំទើត,"[cɑmtəət] <br>1a). p to stand or walk on tiptoes. <br>1b). a on tiptoes. See: ជំទើត"
ក្រាបទូល,"[kraap tuul] [[ក្រាប]] [[ទូល]] <br>1). to tell
សំណប៉ាហាំង,"[sɑmnɑɑ paahaŋ] [[សំណ]] [[ប៉ាហាំង]] <br>1). tin."
លាសិកា,"[--i4--] [[Qលាសិកា]] <br>1). See: លាសកៈ."
រូបអាក្រក់,"[ruup ʔaakrɑk] [[រូប]] [[អាក្រក់]] <br>1). bad looks;<br> badly drawn picture;<br> ugly."
គឃរ,"[kɔkʰɔɔ] <br>1). p loud
កូន​គោល​,"[koon kool] <br>1). n a kind of game similar to polo
ផ្នង់ទឹក,"[pnɑŋ tɨk] <br>1). n magic water over which incantations are pronounced before it is sprinkled over the participants in a fight (between human beings or animals) in order to give them strength."
ដាក់នៅមុខ,"[dak nɨv muk] [[ដាក់]] [[នៅមុខ]] <br>1). to put (something) directly in front of (someone) (so that he is sure to see it)."
សោទក,"[saotɔǝk] <br>1). p containing water
វិចយ,"[viʔcay] <br>1). n study
មុខងប់,"[muk ŋup] [[មុខ]] [[ងប់]] <br>1). (or: ងប់មុខ) stubborn
សៃយា,"<br>1). See: សយ្យា."
ឋបនោកាស,"[tʰaʔpaʔnaokaah] <br>1). n storeroom;<br> storage. Pali ṭhapana;<br> okāsa 'place
បាយក្ដាំង,"[baay kdaŋ] [[បាយ]] [[ក្ដាំង]] <br>1). crust of rice<br>#..). rice crust or crisp rice that sticks to the side or the bottom of the pot. <br>2). kind of plant with red flowers. <br>3). kind of small insect which lives in moist places."
អ្នកក្បថជាតិ,"[neak ------ ciet] [[អ្នក]] [[ក្បថជាតិ]] <br>1). traitor
អាណិតអាសូរ,"[ʔaanət ʔaasoo] [[អាណិត]] [[អាសូរ]] <br>1). to pity greatly.<br>#..). to pity very much."
